CAM,DBA,A_PORT,AIRNAME,BUILD,CUISINE_DESC,INS_DATE,ACTION_1,V_CODE,V_DESC,C_FLAG,SCR,GRD,GRD_DATE,REC_DATE,INS_TYPE
41717500,"JOE'S PIZZA",ABE,"Lehigh Valley International Airport",150,Pizza,17/12/2015,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,23,B,17/12/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41567437,"ANGELA'S BAKERY",ABE,"Lehigh Valley International Airport",717,Bakery,18/05/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",2,A,18/05/2017,28/08/2017,"Cycle Inspection / Re-inspection"
41113515,"FORTUNATA'S II",ABE,"Lehigh Valley International Airport",305,Pizza,16/11/2015,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",12,A,16/11/2015,28/08/2017,"Cycle Inspection / Re-inspection"
41481278,"MEZZE BAR",ABE,"Lehigh Valley International Airport",691,Mediterranean,15/10/2014,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41346473,"GOOD TO GO",ABE,"Lehigh Valley International Airport",1894,Italian,17/12/2015,"Violations were cited in the following area(s).",04L,"Evidence of mice or live mice present in facility's food and/or non-food areas.",Critical,15,B,17/12/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50036930,"REINA DE LA NUBE RESTAURANT",ABE,"Lehigh Valley International Airport",922A,Spanish,6/12/2016,"Establishment re-opened by DOHMH",20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Reopening Inspection"
41669919,"SALAD SHACK",ABE,"Lehigh Valley International Airport",15405,Salads,7/02/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",7,A,7/02/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
50061410,"PIZZA SHACK",ABE,"Lehigh Valley International Airport",525,Pizza,5/05/2017,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",13,A,5/05/2017,28/08/2017,"Pre-permit (Operational) / Re-inspection"
41661174,"V {iv} Thai Restaurant & Bar",ABE,"Lehigh Valley International Airport",138,Thai,2/04/2015,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,B,2/04/2015,28/08/2017,"Cycle Inspection / Re-inspection"
50034670,"JOHNNY'S GRILL",ABE,"Lehigh Valley International Airport",9406,American,27/04/2015,"Violations were cited in the following area(s).",09A,"Canned food product observed dented and not segregated from other consumable food items.","Not Critical",8,A,27/04/2015,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
50044908,"CHIVE BLOSSOM",ABE,"Lehigh Valley International Airport",394,Asian,19/07/2017,"Violations were cited in the following area(s).",10B,"Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.","Not Critical",21,"Not Yet Graded",,28/08/2017,"Pre-permit (Operational) / Initial Inspection"
41081535,"EDDIE JR'S SPORT LOUNGE",ABE,"Lehigh Valley International Airport",40,American,2/08/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40751933,"SIDO FALAFEL & MORE",ABE,"Lehigh Valley International Airport",267,Mediterranean,9/12/2013,"Violations were cited in the following area(s).",09C,"Food contact surface not properly maintained.","Not Critical",22,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40746560,"AMF BOWLING CENTER",ABE,"Lehigh Valley International Airport",6910,American,6/03/2015,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Re-inspection"
50001789,"RESTAURANTE & PANADERIA GUATELINDA",ABE,"Lehigh Valley International Airport",170-18,Spanish,24/12/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",21,,,28/08/2017,"Cycle Inspection / Initial Inspection"
40927789,"THE BAYHOUSE",ABE,"Lehigh Valley International Airport",500,American,22/07/2017,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,22/07/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
40623604,"GOOD ENOUGH TO EAT (A.G. BISTRO)",ABE,"Lehigh Valley International Airport",520,American,30/01/2015,"Violations were cited in the following area(s).",06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,33,C,30/01/2015,28/08/2017,"Cycle Inspection / Re-inspection"
40424515,"PASTICCERIA LA TORRE",ABE,"Lehigh Valley International Airport",15812,Bakery,15/10/2015,"Violations were cited in the following area(s).",22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.","Not Critical",,,,28/08/2017,"Administrative Miscellaneous / Re-inspection"
41574708,"PRONTO RESTAURANT",ABE,"Lehigh Valley International Airport",3297,Pizza/Italian,7/11/2013,"Violations were cited in the following area(s).",06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,7/11/2013,28/08/2017,"Cycle Inspection / Initial Inspection"
41253406,"PUNJABI INDIAN & AMERICAN RESTAURANT",ABE,"Lehigh Valley International Airport",16020,Indian,15/03/2017,"Violations were cited in the following area(s).",04M,"Live roaches present in facility's food and/or non-food areas.",Critical,9,A,15/03/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
40612120,STARBUCKS,ABE,"Lehigh Valley International Airport",21529,CafÃ©/Coffee/Tea,22/10/2014,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",3,A,22/10/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
50003915,"BOCAITO CAFE & WINE BAR",ABE,"Lehigh Valley International Airport",8115,Spanish,28/02/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,28/02/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41383631,"DUNKIN' DONUTS",ABE,"Lehigh Valley International Airport",130,Donuts,6/03/2017,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",9,A,6/03/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
40972759,"GATE WAY BEER GARDEN",ABE,"Lehigh Valley International Airport",3162,Caribbean,1/06/2016,"Violations were cited in the following area(s).",10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.","Not Critical",11,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41259230,"INDO-PAK HALAL RESTAURANT",ABE,"Lehigh Valley International Airport",2173,Pakistani,22/05/2015,"Violations were cited in the following area(s).",06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,22/05/2015,28/08/2017,"Cycle Inspection / Initial Inspection"
50001889,"UMAMI BURGER",ABE,"Lehigh Valley International Airport",432,Hamburgers,1/06/2017,"Violations were cited in the following area(s).",02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9,A,1/06/2017,28/08/2017,"Cycle Inspection / Initial Inspection"
41644326,"2 WEST RESTAURANT",ABE,"Lehigh Valley International Airport",2,American,12/09/2014,"Violations were cited in the following area(s).",02G,"Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.",Critical,9,A,12/09/2014,28/08/2017,"Cycle Inspection / Initial Inspection"
41438394,"YOSMIRA RESTAURANT",ABE,"Lehigh Valley International Airport",13109,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",14/01/2016,"Violations were cited in the following area(s).",08A,"Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.","Not Critical",11,,,28/08/2017,"Cycle Inspection / Initial Inspection"
41059709,"DUNKIN' DONUTS, BASKIN ROBBINS",ABE,"Lehigh Valley International Airport",46,Donuts,27/10/2016,"Violations were cited in the following area(s).",04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,27/10/2016,28/08/2017,"Cycle Inspection / Initial Inspection"
41461099,"SRIPRAPHAI THAI RESTAURANT",ABE,"Lehigh Valley International Airport",6415,Thai,6/02/2016,"Violations were cited in the following area(s).",15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.","Not Critical",,,,28/08/2017,"Smoke-Free Air Act / Initial Inspection"
41485255,"TOASTIES CAFE",ABE,"Lehigh Valley International Airport",599,Delicatessen,13/07/2016,"Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.",05F,"Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.",Critical,43,,,28/08/2017,"Cycle Inspection / Initial Inspection"
