Store,Dates,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,IsHoliday
6,6/22/2012,81.2,3.346,7253.03,312.35,160.51,3024.57,6806.11,223.4093906,5.964,FALSE
7,6/22/2012,63.69,3.735,12407.71,352.1,0.09,1239.04,1533.86,197.7389345,8.09,FALSE
8,6/22/2012,78.85,3.346,5146.44,124.95,2.97,1409.95,3956.16,225.3558843,5.679,FALSE
9,6/22/2012,81.05,3.346,2886.26,3.8,NA,1270.8,4545.91,225.5495841,5.539,FALSE
10,6/22/2012,89.92,4.014,7684.55,12.6,1.17,3375.65,7210.53,130.7929,7.382,FALSE
11,6/22/2012,83.26,3.346,8329.88,278.6,1.98,1726.99,6103.42,225.3068615,6.664,FALSE
12,6/22/2012,91.61,4.014,10233.14,67.6,3.65,4693.44,3618.64,130.7929,11.627,FALSE
13,6/22/2012,72.89,3.737,9298.46,565.14,1.79,4025.82,8626.51,130.7929,5.965,FALSE
14,6/22/2012,74.22,3.564,10291.35,317,4.3,3292.07,6115.51,191.0646096,8.567,FALSE
15,6/22/2012,74.28,3.722,3816.09,1314,NA,667.31,2567,138.1629,8.15,FALSE
16,6/22/2012,70.41,3.735,1291.33,201,0.27,696.47,1682.13,197.7389345,6.169,FALSE
17,6/22/2012,62.9,3.737,3500.33,466.98,NA,1789.53,2980.58,130.7929,6.235,FALSE
18,6/22/2012,70.92,3.629,8206.82,478.09,1.37,3726.43,4323.55,138.1629,8.304,FALSE
19,6/22/2012,75.83,3.722,10418.79,1232.8,0.51,2971.07,12187.35,138.1629,8.15,FALSE
20,6/22/2012,76.51,3.564,12173.74,875.7,2.36,4195.01,7516.62,214.606,7.139,FALSE
21,6/22/2012,81.78,3.346,7545.68,79.95,0.51,3498.46,7223.83,221.4411622,6.891,FALSE
22,6/22/2012,70.61,3.629,8154.53,387.4,NA,2396.96,3938.83,142.1606464,7.671,FALSE
23,6/22/2012,71.82,3.629,5810.83,658.1,8.28,2064.37,5454.93,138.1629,4.125,FALSE
24,6/22/2012,72.29,3.722,8790.16,749.1,30.57,4434.39,7308.24,138.1629,8.983,FALSE
25,6/22/2012,73.52,3.564,9127.63,467.6,30.29,3543.14,5417.88,214.606,7.139,FALSE
26,6/22/2012,63.04,3.629,5543.88,372,103.99,1901.89,6556.54,138.1629,7.489,FALSE
27,6/22/2012,73.23,3.722,9510.17,821.5,7.98,3928.13,6054.38,142.1606464,8.253,FALSE
28,6/22/2012,91.61,4.014,10280.97,18.4,1.12,3663.41,6659.58,130.7929,11.627,FALSE
29,6/22/2012,70.61,3.629,4524.86,492.8,0.99,1745.53,2589.37,138.1629,9.14,FALSE
30,6/22/2012,81.78,3.346,292.53,NA,NA,NA,3749.16,221.4411622,6.891,FALSE
31,6/22/2012,81.78,3.346,6139.82,26,4.33,3613.14,8954,221.4411622,6.891,FALSE
32,6/22/2012,74.85,3.735,7803.3,609.25,3.05,4800.5,15323.92,197.7389345,8.09,FALSE
33,6/22/2012,95.75,4.014,213.64,NA,NA,NA,2346.53,130.7929,7.396,FALSE
34,6/22/2012,78.85,3.329,4673,169,NA,1561.36,4524.99,130.7929,9.575,FALSE
35,6/22/2012,73.23,3.564,5984,32.8,0.57,528.54,2636.77,142.1606464,8.876,FALSE
36,6/22/2012,80.4,3.358,318.51,NA,NA,NA,1805.33,220.4886472,6.989,FALSE
37,6/22/2012,80.4,3.346,277.33,NA,NA,NA,1269.26,220.4886472,6.989,FALSE
38,6/22/2012,91.61,4.014,576,NA,NA,NA,2241.95,130.7929,11.627,FALSE
39,6/22/2012,79.84,3.346,7354.18,244,0.99,2788.54,53212.72,220.4886472,6.989,FALSE
40,6/22/2012,69.32,3.629,5015.3,438,4.72,2018.54,7972.99,138.1629,4.125,FALSE
41,6/22/2012,66.88,3.735,6390.33,753.88,8.58,3431.59,4741.92,197.7389345,6.547,FALSE
42,6/22/2012,89.92,4.014,44.66,NA,NA,NA,1338.53,130.7929,7.382,FALSE
43,6/22/2012,87.51,3.346,184.26,NA,3.2,NA,1298.9,213.2123786,9.575,FALSE
44,6/22/2012,72.89,3.737,505.28,NA,0.79,43.89,1222.4,130.7929,5.621,FALSE
45,6/22/2012,74.22,3.564,5565.31,222.5,1.16,2149.76,7474.76,191.0646096,8.567,FALSE
3,6/29/2012,86.42,3.286,2297.32,8,NA,395.28,1182.52,225.3492435,6.664,FALSE
4,6/29/2012,84.23,3.257,3756.11,211.6,NA,2114.26,6371.15,130.7562667,4.308,FALSE
5,6/29/2012,87.08,3.286,1053.25,12.75,NA,113.8,1300.11,222.4307191,5.801,FALSE
6,6/29/2012,87.35,3.286,3997.4,231.9,NA,262.44,4182.9,223.4506878,5.964,FALSE
7,6/29/2012,68.84,3.693,1246.74,425.6,NA,42,1200.17,197.785577,8.09,FALSE
8,6/29/2012,84.47,3.286,8467.23,199.75,NA,492.34,5529.08,225.3982943,5.679,FALSE
9,6/29/2012,87.18,3.286,2073.16,120,NA,31.75,2792.7,225.5921049,5.539,FALSE
10,6/29/2012,91.36,3.875,3339.88,22,NA,1119.45,3710.52,130.7562667,7.382,FALSE
11,6/29/2012,87.86,3.286,4430.73,219.8,NA,1799.43,6504.38,225.3492435,6.664,FALSE
12,6/29/2012,90.47,3.875,7439.99,47.6,NA,1330.36,4873.87,130.7562667,11.627,FALSE
13,6/29/2012,82,3.681,4768.5,446.92,NA,743.34,4076.02,130.7562667,5.965,FALSE
14,6/29/2012,75.22,3.506,4575.3,211.7,NA,304.94,2686.11,191.0992462,8.567,FALSE
15,6/29/2012,68.91,3.667,3076.48,589.4,NA,1770.01,2113.3,138.1962667,8.15,FALSE
16,6/29/2012,77.31,3.693,731.74,107.4,NA,455.32,1375.35,197.785577,6.169,FALSE
17,6/29/2012,71.14,3.681,2895.23,281.3,NA,357.75,1195.05,130.7562667,6.235,FALSE
18,6/29/2012,70.17,3.577,4281.61,262.88,NA,829.99,2102.06,138.1962667,8.304,FALSE
19,6/29/2012,69.92,3.667,11993.32,535.4,NA,3736.21,3432.8,138.1962667,8.15,FALSE
20,6/29/2012,74.15,3.506,6569.4,605.7,NA,561.31,4567.03,214.6466757,7.139,FALSE
21,6/29/2012,88.05,3.286,5130.81,38.3,NA,1849.32,3879.62,221.4813343,6.891,FALSE
22,6/29/2012,70.99,3.577,3297.53,345.5,NA,339.38,2257.49,142.1920381,7.671,FALSE
23,6/29/2012,64.23,3.577,2621.06,199.8,NA,343.88,1888.97,138.1962667,4.125,FALSE
24,6/29/2012,70.4,3.667,5708.44,329.3,NA,1310.41,4292.22,138.1962667,8.983,FALSE
25,6/29/2012,69.84,3.506,3374.98,537.8,NA,712.78,1992.95,214.6466757,7.139,FALSE
26,6/29/2012,60.71,3.577,3441.05,274,NA,256.82,2456.02,138.1962667,7.489,FALSE
27,6/29/2012,73.94,3.667,7582.01,585.9,NA,1019.28,3522.11,142.1920381,8.253,FALSE
